ID,State Name,State Abbreviation,Wind Direction,Created,Applicable Date,Min Temp,Max Temp,The Temp,Wind Speed,Air Pressure,Humidity,Visibility,Predictability
4834690000000000.0,Heavy Cloud,hc,45.77645864,2016-01-24T15:50:47.321420Z,1/24/2016,22.915,34.1475,33.57,11.11149615,1015.0,57.0,12.90370486,71
6720770000000000.0,Light Cloud,lc,46.03822277,2016-01-25T15:50:46.482220Z,1/25/2016,21.4975,32.9175,30.86,8.098256425,1016.0,50.0,11.94182226,70
5797720000000000.0,Light Cloud,lc,59.0852637,2016-01-26T15:51:19.539950Z,1/26/2016,23.6475,32.635,31.26,5.6341352,1015.0,52.0,11.99929909,70
6489230000000000.0,Light Cloud,lc,93.37569541,2016-01-27T15:52:12.562220Z,1/27/2016,24.185,34.3875,33.86,8.83533655,1013.0,55.0,11.56868886,70
4581440000000000.0,Heavy Cloud,hc,102.7478043,2016-01-28T15:50:47.001230Z,1/28/2016,24.7025,34.0925,33.79,8.58781985,1013.0,59.0,11.89584079,71
4726600000000000.0,Heavy Cloud,hc,83.83752119,2016-01-29T15:50:46.805390Z,1/29/2016,24.4225,34.885,34.88,8.97873475,1013.0,61.0,11.04860117,71
5297600000000000.0,Light Cloud,lc,90.56259928,2016-01-30T15:50:47.119570Z,1/30/2016,25.1275,34.6725,35.48,11.12856793,1012.0,55.0,12.05149427,70
6615820000000000.0,Heavy Cloud,hc,73.46382722,2016-01-31T15:50:46.590760Z,1/31/2016,24.58,35.4275,34.86,8.613003375,1012.0,57.0,9.856811222000001,71
6532080000000000.0,Heavy Cloud,hc,57.23730804,2016-02-01T15:50:46.847390Z,2/1/2016,24.615,36.0075,36.54,8.4134984,1012.0,54.0,11.91168576,71
6003550000000000.0,Light Cloud,lc,82.74816692,2016-02-02T15:50:46.421610Z,2/2/2016,24.5925,34.595,34.29,6.368125725,1011.0,53.0,11.88776296,70
5564950000000000.0,Heavy Cloud,hc,90.67743638,2016-02-03T15:50:46.861160Z,2/3/2016,24.34,34.7175,33.58,5.81082595,1012.0,55.0,11.86073332,71
6209050000000000.0,Light Cloud,lc,173.9403584,2016-02-04T15:50:47.129720Z,2/4/2016,25.3225,35.3025,33.41,7.332080125,1012.0,56.0,11.731798800000002,70
6598180000000000.0,Light Cloud,lc,87.27913487,2016-02-05T15:50:46.820180Z,2/5/2016,24.015,34.8225,33.82,6.76319525,1011.0,56.0,11.86663634,70
6530090000000000.0,Light Cloud,lc,45.31756601,2016-02-06T15:50:47.217500Z,2/6/2016,21.4175,34.5575,33.13,6.635503375,1013.0,57.0,11.66282659,70
4518790000000000.0,Light Cloud,lc,16.25405369,2016-02-07T15:50:49.682160Z,2/7/2016,19.4725,32.1675,29.94,8.324316,1015.0,47.0,13.58597043,70
6393800000000000.0,Light Cloud,lc,345.10679550000003,2016-02-07T15:50:48.909850Z,2/8/2016,19.7325,32.4375,29.25,4.27265575,1014.0,50.0,17.23745824,70
6673840000000000.0,Light Cloud,lc,82.0,2016-02-07T15:50:52.394360Z,2/9/2016,22.3575,34.805,32.4,6.214841525,1013.0,51.0,17.21633162,70
6298770000000000.0,Light Cloud,lc,67.11458571,2016-02-10T17:25:47.008120Z,2/10/2016,22.7,34.6075,33.71,7.36504175,1012.0,54.0,11.91634604,70
4734270000000000.0,Light Cloud,lc,82.78232306,2016-02-11T17:25:48.209880Z,2/11/2016,23.5175,34.9775,34.09,9.62505845,1012.0,57.0,12.0660965,70
6418260000000000.0,Light Cloud,lc,115.09512209999998,2016-02-12T17:25:48.097250Z,2/12/2016,24.1125,35.195,35.5,10.01092053,1011.0,56.0,12.11829168,70
5963870000000000.0,Heavy Cloud,hc,126.9051061,2016-02-13T17:25:47.927270Z,2/13/2016,24.2675,35.0525,35.59,9.612550099999998,1013.0,59.0,11.99526018,71
6341460000000000.0,Light Cloud,lc,124.8858288,2016-02-14T17:25:47.506610Z,2/14/2016,24.295,36.09,35.51,9.8319133,1012.0,58.0,12.03844548,70
4735830000000000.0,Light Cloud,lc,111.7692845,2016-02-15T17:25:48.367340Z,2/15/2016,23.455,36.26,35.69,10.31992775,1014.0,58.0,10.68074942,70
5383350000000000.0,Light Cloud,lc,108.170732,2016-02-16T17:25:47.921170Z,2/16/2016,23.47,35.1425,34.38,9.418517825,1015.0,53.0,11.99774567,70
5326690000000000.0,Light Cloud,lc,101.87883470000001,2016-02-17T17:26:47.483520Z,2/17/2016,23.245,35.4575,34.66,8.579833175,1015.0,52.0,11.95331763,70
4875000000000000.0,Light Cloud,lc,66.31480161,2016-02-18T17:26:47.184640Z,2/18/2016,23.0825,34.8925,34.77,9.621793675,1014.0,51.0,11.94927871,70
4683590000000000.0,Light Cloud,lc,90.07877884,2016-02-19T17:26:47.764360Z,2/19/2016,22.2025,35.285,35.18,8.56674085,1014.0,49.0,11.89490873,70
5752670000000000.0,Clear,c,105.7465222,2016-02-20T17:26:47.583250Z,2/20/2016,22.14,35.3325,34.93,9.664065675,1015.0,49.0,12.04030959,68
5141330000000000.0,Clear,c,116.62757579999999,2016-02-21T17:27:47.618100Z,2/21/2016,23.1425,34.665,34.25,10.08049503,1015.0,49.0,12.0229112,68
4780570000000000.0,Light Cloud,lc,74.30861033,2016-02-22T17:27:47.144400Z,2/22/2016,22.99,35.0325,34.8,9.870381025,1015.0,56.0,11.97879384,70
5091850000000000.0,Light Cloud,lc,95.65803524,2016-02-23T17:27:47.204450Z,2/23/2016,23.34,35.8825,35.59,9.86700225,1014.0,59.0,11.72185686,70
6169250000000000.0,Clear,c,71.36380865,2016-02-24T17:28:48.373940Z,2/24/2016,23.9325,35.5975,35.16,6.626818725,1014.0,48.0,11.95766722,68
4907870000000000.0,Heavy Cloud,hc,72.98727121,2016-02-25T17:29:50.296440Z,2/25/2016,23.8325,34.1075,33.67,7.8426808,1015.0,48.0,12.0465233,71
4954560000000000.0,Light Cloud,lc,68.83253336,2016-02-26T17:30:48.116850Z,2/26/2016,24.1925,35.0425,34.63,7.0512597999999995,1015.0,48.0,9.744032351,70
5205060000000000.0,Light Cloud,lc,68.5,2016-02-27T17:30:48.138740Z,2/27/2016,23.96,35.07,33.4,6.114858225,1015.0,50.0,12.04341645,70
4925620000000000.0,Light Cloud,lc,3.4293242160000004,2016-02-28T17:33:03.918150Z,2/28/2016,24.3525,35.83,35.06,6.98107065,1015.0,53.0,11.97289082,70
5401540000000000.0,Light Cloud,lc,168.5617005,2016-02-29T17:31:47.890160Z,2/29/2016,23.2475,34.6675,33.36,8.029057325,1015.0,53.0,11.80822745,70
6742120000000000.0,Light Cloud,lc,209.79934419999998,2016-03-01T17:33:48.618100Z,3/1/2016,23.2475,34.69,33.41,7.096279225,1014.0,51.0,11.94834666,70
5498780000000000.0,Light Cloud,lc,69.81683478,2016-03-02T17:35:48.378810Z,3/2/2016,23.68,35.1425,34.97,8.212333175,1014.0,48.0,11.92100632,70
6692720000000000.0,Light Cloud,lc,53.82469885,2016-03-03T17:36:48.069720Z,3/3/2016,23.795,35.06,34.19,8.011001125,1015.0,57.0,10.87026764,70
5589270000000000.0,Light Cloud,lc,115.664419,2016-03-04T17:36:47.125750Z,3/4/2016,23.7675,35.4,35.15,9.113248075,1012.0,51.0,12.08163078,70
6260700000000000.0,Light Cloud,lc,83.94835588,2016-03-05T17:37:51.550780Z,3/5/2016,23.8325,35.865,35.18,9.7742325,1011.0,55.0,12.05242633,70
4798820000000000.0,Light Cloud,lc,95.42465004,2016-03-06T17:37:47.725990Z,3/6/2016,23.8,35.72,35.32,10.74418803,1012.0,56.0,13.42689941,70
5686950000000000.0,Light Cloud,lc,128.77023300000002,2016-03-07T17:37:47.519610Z,3/7/2016,23.715,35.325,34.9,11.0280896,1012.0,58.0,13.05096984,70
5510040000000000.0,Light Cloud,lc,141.6243979,2016-03-08T17:37:47.760630Z,3/8/2016,23.585,35.4275,34.56,9.980903825,1010.0,60.0,11.93560855,70
5336970000000000.0,Light Cloud,lc,149.6264496,2016-03-09T17:37:47.767820Z,3/9/2016,23.9125,34.9525,33.91,9.59360405,1011.0,62.0,11.87937445,70
6439880000000000.0,Light Cloud,lc,149.13884330000002,2016-03-10T17:37:47.835030Z,3/10/2016,24.26,34.5725,33.88,10.33572865,1013.0,64.0,11.64791368,70
6518050000000000.0,Light Cloud,lc,129.25098870000002,2016-03-11T17:38:47.505820Z,3/11/2016,25.685,35.655,35.66,13.85092615,1013.0,56.0,11.83587847,70
5623880000000000.0,Light Cloud,lc,123.11923449999999,2016-03-12T17:38:47.432010Z,3/12/2016,25.65,36.6125,36.29,11.59816748,1011.0,50.0,12.12978704,70
4836810000000000.0,Light Cloud,lc,136.83547430000002,2016-03-13T17:38:49.532630Z,3/13/2016,24.8475,35.09,34.33,10.26664355,1013.0,60.0,11.56061103,70
5456010000000000.0,Light Cloud,lc,142.0861748,2016-03-14T17:38:47.588240Z,3/14/2016,24.9125,35.1125,34.35,10.79754175,1012.0,62.0,11.87098594,70
6321060000000000.0,Light Cloud,lc,119.206018,2016-03-15T17:38:47.857630Z,3/15/2016,25.255,35.195,34.19,11.5716519,1011.0,55.0,10.95011384,70
6090210000000000.0,Light Cloud,lc,146.3756756,2016-03-16T17:38:48.492910Z,3/16/2016,24.8725,34.4575,33.54,10.93507515,1012.0,61.0,11.84240287,70
5168130000000000.0,Light Cloud,lc,146.3758095,2016-03-17T17:38:47.554490Z,3/17/2016,24.1475,33.945,32.98,11.26200788,1012.0,65.0,9.89720035,70
5453020000000000.0,Light Cloud,lc,142.842287,2016-03-18T17:38:48.766700Z,3/18/2016,23.5475,34.3825,33.13,11.78233045,1011.0,61.0,11.79393591,70
4521110000000000.0,Light Cloud,lc,146.62680419999998,2016-03-19T17:39:47.975570Z,3/19/2016,24.1575,35.305,33.73,10.86500563,1011.0,60.0,11.95269625,70
5743150000000000.0,Light Cloud,lc,145.1162301,2016-03-20T17:39:47.511660Z,3/20/2016,24.3225,34.9825,33.69,12.02576205,1011.0,60.0,11.92566661,70
5440610000000000.0,Light Cloud,lc,148.13402390000002,2016-03-21T17:39:47.575830Z,3/21/2016,23.815,34.47,33.17,10.99329818,1010.0,64.0,10.142020599999999,70
5153540000000000.0,Light Cloud,lc,151.7570355,2016-03-22T17:39:47.949940Z,3/22/2016,24.6675,34.395,32.45,11.98661578,1010.0,61.0,11.78150849,70
6508010000000000.0,Light Cloud,lc,154.502803,2016-03-23T17:39:48.778360Z,3/23/2016,24.7775,34.71,33.33,9.824466125,1010.0,59.0,11.9085789,70
5568420000000000.0,Light Cloud,lc,146.3759242,2016-03-24T17:39:47.958700Z,3/24/2016,25.32,35.32,33.52,11.5704756,1012.0,57.0,11.18840969,70
6216290000000000.0,Light Cloud,lc,114.99880900000001,2016-03-25T17:39:47.303040Z,3/25/2016,25.5925,36.15,36.17,11.81790608,1014.0,52.0,12.09561163,70
4524040000000000.0,Heavy Cloud,hc,80.1606075,2016-03-26T17:39:49.060940Z,3/26/2016,25.585,35.755,35.31,10.37325643,1014.0,55.0,11.71067217,71
4641560000000000.0,Light Cloud,lc,70.32927589,2016-03-27T14:40:48.220670Z,3/27/2016,25.2225,36.1725,35.45,10.54694943,1014.0,51.0,12.03036765,70
5329220000000000.0,Light Cloud,lc,96.79376813,2016-03-28T14:42:49.063120Z,3/28/2016,24.19,36.0975,34.06,10.27515575,1014.0,49.0,11.99588155,70
5935490000000000.0,Light Cloud,lc,71.11371657,2016-03-29T14:42:48.263000Z,3/29/2016,24.3375,35.91,34.43,8.89411015,1015.0,52.0,11.94896803,70
4952670000000000.0,Clear,c,117.999895,2016-03-30T14:42:46.435890Z,3/30/2016,24.45666667,36.64,35.91,11.46750563,1014.0,48.0,12.16458383,68
5210210000000000.0,Light Cloud,lc,130.50309199999998,2016-03-31T14:42:48.274920Z,3/31/2016,24.79666667,37.33666667,36.66,11.12474423,1012.0,52.0,12.1586808,70
5573240000000000.0,Light Cloud,lc,133.0006096,2016-04-01T14:42:47.789380Z,4/1/2016,25.05333333,36.71,36.09,11.84007515,1011.0,53.0,12.11922373,70
6133850000000000.0,Light Cloud,lc,134.00007620000002,2016-04-02T14:42:50.148320Z,4/2/2016,25.36,36.66,35.97,12.11214693,1012.0,55.0,12.10679631,70
4566440000000000.0,Heavy Cloud,hc,135.7492999,2016-04-03T14:42:47.889690Z,4/3/2016,25.72,36.42333333,35.47,11.48628485,1012.0,56.0,12.07697049,71
4610140000000000.0,Heavy Cloud,hc,146.8776116,2016-04-04T14:42:47.542650Z,4/4/2016,25.16,35.54333333,33.68,10.27335935,1011.0,61.0,11.66344796,71
4986320000000000.0,Light Cloud,lc,149.3789333,2016-04-05T14:42:47.119630Z,4/5/2016,25.49666667,35.68,33.66,11.21785325,1011.0,58.0,11.97817247,70
4519620000000000.0,Light Cloud,lc,149.1308885,2016-04-06T14:42:47.895000Z,4/6/2016,25.14333333,35.32,33.78,9.9084817,1011.0,56.0,12.01296926,70
6139040000000000.0,Light Cloud,lc,147.3841778,2016-04-07T14:42:47.165770Z,4/7/2016,25.52333333,35.86333333,33.87,11.84746115,1011.0,58.0,11.18064255,70
6036060000000000.0,Light Cloud,lc,146.8776116,2016-04-08T14:42:47.964590Z,4/8/2016,25.60333333,36.18,34.78,11.35969975,1011.0,58.0,10.72113855,70
6650680000000000.0,Light Cloud,lc,149.3880704,2016-04-09T14:42:47.566030Z,4/9/2016,25.63333333,35.79333333,34.15,11.0367993,1011.0,57.0,11.70414778,70
5256170000000000.0,Light Cloud,lc,177.7572587,2016-04-10T14:42:48.541730Z,4/10/2016,25.80333333,36.50333333,34.91,8.744318725,1011.0,56.0,11.03089209,70
4718130000000000.0,Light Cloud,lc,179.7502334,2016-04-11T14:42:47.975140Z,4/11/2016,26.8,37.10666667,34.66,10.83500563,1009.0,60.0,11.71906069,70
5083000000000000.0,Light Cloud,lc,174.8776378,2016-04-12T14:42:47.392950Z,4/12/2016,27.05333333,37.62,34.77,11.61253903,1008.0,59.0,11.88962708,70
5024390000000000.0,Light Cloud,lc,191.6257674,2016-04-13T14:42:47.516430Z,4/13/2016,27.03333333,37.78,35.71,11.53620698,1008.0,56.0,11.188099000000001,70
6598020000000000.0,Light Cloud,lc,182.2489282,2016-04-14T14:42:48.665180Z,4/14/2016,27.28,37.53666667,35.65,11.19456905,1009.0,55.0,11.79145043,70
5036570000000000.0,Light Cloud,lc,173.1654357,2016-04-15T14:42:47.892330Z,4/15/2016,26.87,37.52333333,35.36,10.2166519,1010.0,60.0,11.83836395,70
4632670000000000.0,Light Cloud,lc,162.2884651,2016-04-16T14:44:48.927810Z,4/16/2016,26.855,35.545,32.53,8.77139406,1014.455,62.0,11.78679015,70
6357160000000000.0,Light Cloud,lc,147.30298059999998,2016-04-17T14:47:48.371300Z,4/17/2016,26.235,36.525,33.24,9.428658944,1015.765,60.0,12.00364869,70
5216770000000000.0,Light Rain,lr,141.0949013,2016-04-18T14:47:48.072200Z,4/18/2016,26.605,36.435,32.885,8.487117646,1015.73,65.0,9.859296707,75
6137180000000000.0,Light Cloud,lc,120.2733537,2016-04-19T14:48:49.040010Z,4/19/2016,27.0175,37.4025,35.785,12.04348707,1011.6,51.0,9.382705003,70
5771310000000000.0,Heavy Cloud,hc,104.8178017,2016-04-20T14:50:48.130360Z,4/20/2016,27.2975,37.7175,35.905,9.646026252,1011.525,46.0,10.19732264,71
5750430000000000.0,Heavy Cloud,hc,138.2415815,2016-04-21T14:50:47.479230Z,4/21/2016,26.645,36.3775,35.26,9.949546603,1011.215,54.0,12.00240595,71
5083950000000000.0,Heavy Cloud,hc,148.08731559999998,2016-04-22T14:50:47.779030Z,4/22/2016,26.38,36.1275,34.395,8.729154822,1011.31,54.0,12.0530477,71
6093890000000000.0,Heavy Cloud,hc,158.922787,2016-04-23T14:51:47.730520Z,4/23/2016,26.3175,36.1975,35.055,9.139936749,1010.85,57.0,11.85980126,71
5626800000000000.0,Heavy Cloud,hc,158.58337759999998,2016-04-24T14:51:48.558170Z,4/24/2016,26.645,36.22,34.985,8.567693209,1010.745,57.0,11.72372097,71
5349810000000000.0,Heavy Cloud,hc,159.3993207,2016-04-25T14:53:47.975360Z,4/25/2016,26.69,36.335,34.645,8.169245015,1011.735,60.0,10.97807554,71
5282110000000000.0,Heavy Cloud,hc,151.2340234,2016-04-26T14:56:48.391650Z,4/26/2016,27.3325,36.41,35.075,8.645520989,1011.715,55.0,12.0185616,71
5193560000000000.0,Heavy Cloud,hc,160.236004,2016-04-27T14:59:48.101460Z,4/27/2016,27.58,36.8225,35.29,7.527185345,1010.23,59.0,11.77902301,71
4544050000000000.0,Light Rain,lr,153.02545780000003,2016-04-28T14:59:48.550130Z,4/28/2016,27.5575,36.245,34.775,8.436350436,1010.07,61.0,10.4138705,75
5759960000000000.0,Light Rain,lr,145.4938413,2016-04-29T15:00:49.269440Z,4/29/2016,27.635,35.6325,34.925,7.481891637,1011.2,63.0,5.914521692999999,75
6334330000000000.0,Showers,s,146.57758090000002,2016-04-30T15:02:47.027310Z,4/30/2016,27.1675,35.895,35.005,7.728270183999999,1011.135,57.0,11.79486797,73
5915950000000000.0,Heavy Rain,hr,141.1804688,2016-05-01T15:02:50.361150Z,5/1/2016,27.47,33.37,30.315,6.398358502000001,1011.91,62.0,7.249537700000001,77
5513860000000000.0,Heavy Cloud,hc,149.3919069,2016-05-02T15:05:47.802140Z,5/2/2016,27.31333333,36.34666667,34.2,9.773829325,1010.0,62.0,9.628457309,71
6455800000000000.0,Light Cloud,lc,144.35855569999998,2016-05-03T15:06:47.244360Z,5/3/2016,27.72333333,36.60666667,34.75,9.59059795,1009.0,61.0,8.887472163,70
5283890000000000.0,Heavy Cloud,hc,137.29656310000001,2016-05-04T15:06:47.551350Z,5/4/2016,28.20333333,37.14333333,35.23,9.425144675,1009.0,58.0,9.046853873,71
6102060000000000.0,Light Rain,lr,128.2532287,2016-05-05T15:06:47.046330Z,5/5/2016,28.16333333,36.20333333,34.27,9.196729775,1009.0,61.0,10.33091744,75
5446060000000000.0,Showers,s,136.74596110000002,2016-05-06T15:07:48.052970Z,5/6/2016,27.86666667,36.20666667,33.95,9.37693,1009.0,63.0,6.596787262,73
5457290000000000.0,Light Cloud,lc,135.0,2016-05-07T15:07:47.876480Z,5/7/2016,28.09,37.82,35.67,10.61738328,1008.0,56.0,5.85269526,70
5215400000000000.0,Showers,s,141.0767172,2016-05-08T15:07:48.231370Z,5/8/2016,27.92,35.73,34.21,10.15206905,1010.0,61.0,8.632399288,73
4716430000000000.0,Showers,s,149.4005158,2016-05-09T15:07:46.892490Z,5/9/2016,27.73333333,35.53,33.89,9.456721425,1010.0,65.0,6.43678418,73
6330650000000000.0,Showers,s,153.50190759999998,2016-05-10T15:07:47.832110Z,5/10/2016,27.78666667,36.69666667,34.39,9.076713075,1009.0,63.0,8.721566054,73
6253420000000000.0,Light Rain,lr,160.741064,2016-05-11T15:08:48.838160Z,5/11/2016,28.16,36.62333333,34.04,8.29440495,1007.0,63.0,8.782460431,75
6498810000000000.0,Heavy Cloud,hc,157.24027959999998,2016-05-12T15:11:48.120360Z,5/12/2016,27.08666667,36.11666667,34.65,8.56968305,1007.0,66.0,10.55585381,71
6101660000000000.0,Heavy Cloud,hc,139.4183837,2016-05-13T15:11:49.550600Z,5/13/2016,27.12666667,36.45666667,34.66,8.498167475,1008.0,59.0,8.670302931,71
4595510000000000.0,Heavy Cloud,hc,125.3846874,2016-05-14T15:11:48.096510Z,5/14/2016,27.78666667,36.99,34.97,8.187750325,1009.0,60.0,7.876190547,71
4573160000000000.0,Heavy Rain,hr,91.44786717,2016-05-15T15:11:48.184960Z,5/15/2016,27.74333333,36.57333333,35.1,6.63780315,1009.0,62.0,6.0080380579999995,77
5596550000000000.0,Light Rain,lr,202.6557034,2016-05-16T15:12:47.930810Z,5/16/2016,27.84,35.58666667,32.83,4.73633205,1009.0,70.0,7.349578462,75
4616560000000000.0,Heavy Rain,hr,117.0726128,2016-05-17T15:17:48.055730Z,5/17/2016,27.96333333,34.89333333,33.43,7.9417659,1009.0,66.0,11.01256164,77
5086580000000000.0,Light Rain,lr,133.81999140000002,2016-05-18T15:17:47.817580Z,5/18/2016,27.62,34.25333333,32.53,7.110675825,1009.0,71.0,10.51919291,75
6333480000000000.0,Light Rain,lr,173.13895390000002,2016-05-19T15:17:47.731910Z,5/19/2016,27.22,34.44333333,31.71,5.159833175,1008.0,70.0,11.05139734,75
4753890000000000.0,Light Rain,lr,200.07690060000002,2016-05-20T15:17:48.031930Z,5/20/2016,27.57333333,34.21666667,32.03,5.73020585,1007.0,70.0,4.520786108999999,75
6127320000000000.0,Light Rain,lr,286.6877686,2016-05-21T15:19:47.876040Z,5/21/2016,27.88666667,34.91,33.22,4.428918275,1007.0,68.0,10.78203293,75
6493880000000000.0,Light Rain,lr,299.7783755,2016-05-22T15:19:47.058920Z,5/22/2016,27.45666667,32.38666667,31.25,7.321304275,1008.0,79.0,10.45394894,75
5437850000000000.0,Light Rain,lr,273.5445096,2016-05-23T15:20:49.693850Z,5/23/2016,27.27333333,34.78666667,33.23,7.19334265,1008.0,68.0,11.50251283,75
4930420000000000.0,Light Rain,lr,241.91672259999999,2016-05-24T15:21:48.335300Z,5/24/2016,26.28666667,32.25666667,30.15,10.89999455,1007.0,76.0,8.057941621,75
5911310000000000.0,Showers,s,244.9551676,2016-05-25T15:22:47.243800Z,5/25/2016,26.34,30.37333333,30.67,9.566991175,1006.0,81.0,6.569757616,73
5968980000000000.0,Light Rain,lr,237.95051669999998,2016-05-26T15:27:52.565680Z,5/26/2016,26.73333333,32.66,30.54,9.443192525,1007.0,75.0,10.94700698,75
6239100000000000.0,Light Rain,lr,225.9826358,2016-05-27T15:32:49.040040Z,5/27/2016,26.42666667,32.04333333,30.13,8.445431125,1008.0,76.0,7.551834785,75
5161520000000000.0,Light Rain,lr,214.09529500000002,2016-05-28T15:32:46.911760Z,5/28/2016,26.53,31.97666667,29.64,8.636476725,1008.0,77.0,8.022834149,75
4672280000000000.0,Light Rain,lr,203.974626,2016-05-29T15:33:48.204890Z,5/29/2016,26.50333333,32.03666667,30.18,8.072783725,1008.0,75.0,8.073786586,75
6071660000000000.0,Light Rain,lr,183.89417980000002,2016-05-30T15:38:48.152160Z,5/30/2016,26.92,32.34666667,30.05,6.96206905,1009.0,77.0,7.450861966000001,75
5881250000000000.0,Light Rain,lr,182.6927854,2016-05-31T15:38:48.931030Z,5/31/2016,26.09666667,33.12333333,30.97,6.113698625,1010.0,75.0,6.636555018999999,75
6260490000000000.0,Showers,s,204.71259530000003,2016-06-01T15:38:47.669160Z,6/1/2016,26.41333333,34.58333333,32.57,7.008289825,1010.0,72.0,6.685021972,73
4676900000000000.0,Showers,s,194.3880704,2016-06-02T15:38:47.943180Z,6/2/2016,26.44,34.29,32.07,7.265606299999999,1009.0,70.0,8.611272668,73
6619750000000000.0,Light Rain,lr,211.5732622,2016-06-03T15:40:50.847940Z,6/3/2016,26.41333333,34.51666667,32.18,6.946982825,1009.0,72.0,8.800790881000001,75
4987320000000000.0,Showers,s,224.9310355,2016-06-04T15:46:47.694560Z,6/4/2016,26.38666667,33.45666667,32.37,6.390703599999999,1010.0,70.0,5.794907739,73
4715120000000000.0,Heavy Rain,hr,230.0414242,2016-06-05T15:47:47.568530Z,6/5/2016,26.41666667,34.27,31.89,7.1859984,1009.0,72.0,6.515698322,77
5834370000000000.0,Showers,s,230.14616980000002,2016-06-06T15:47:47.767170Z,6/6/2016,26.39333333,34.22666667,32.12,7.190511725,1009.0,71.0,11.12409777,73
